customer_id,first_name,last_name,email_address,phone_number
635a8ce2,Chinyere,Ogbu,chinyere.ogbu@yahoo.com,+234957414835
4d23bed5,Chinwe,Nnamani,chinwe.nnamani@gmail.com,+234013789671
87f26aee,Chinwe,Eze,chinwe.eze@yahoo.com,+234725489604
ae711399,Chinwe,Okonkwo,chinwe.okonkwo@hotmail.com,+234389341414
42d6cb5c,Adebayo,Okeke,adebayo.okeke@gmail.com,+234447507810
213f191f,Adaobi,Nnamani,adaobi.nnamani@yahoo.com,+234765363649
9893588c,Ngozi,Okorie,ngozi.okorie@gmail.com,+234710562191
bcb8a084,Emeka,Okafor,emeka.okafor@yahoo.com,+234876779806
daea58ba,Adaobi,Afolabi,adaobi.afolabi@gmail.com,+234135671771
5473da68,Oluwadamilola,Afolabi,oluwadamilola.afolabi@hotmail.com,+234739993715
635a8ce2,Ikechukwu,Okafor,ikechukwu.okafor@yahoo.com,+234548904254
bcb8a084,Oluwaseun,Nnamani,oluwaseun.nnamani@hotmail.com,+234467152587
213f191f,Ngozi,Eze,ngozi.eze@gmail.com,+234087085304
d64a3ce0,Emeka,Adeyemi,emeka.adeyemi@gmail.com,+234817013775
635a8ce2,Ikechukwu,Ogbu,ikechukwu.ogbu@yahoo.com,+234014653759
7576714a,Oluwadamilola,Adeyemi,oluwadamilola.adeyemi@hotmail.com,+234935034845
ae711399,Oluwaseun,Okonkwo,oluwaseun.okonkwo@yahoo.com,+234590098757
600027e8,Chinwe,Nwosu,chinwe.nwosu@yahoo.com,+234126632872
213f191f,Oluwadamilare,Okafor,oluwadamilare.okafor@hotmail.com,+234107556056
a9f559fc,Adaobi,Okafor,adaobi.okafor@yahoo.com,+234652337490
daea58ba,Oluwaseun,Eze,oluwaseun.eze@yahoo.com,+234141071681
bcb8a084,Ikechukwu,Nnamani,ikechukwu.nnamani@hotmail.com,+234639225743
d1f6f86c,Adaobi,Okonkwo,adaobi.okonkwo@hotmail.com,+234025959810
452ec40a,Ngozi,Nwosu,ngozi.nwosu@gmail.com,+234141400146
600027e8,Chinyere,Okafor,chinyere.okafor@hotmail.com,+234744423489
ab721ab0,Oluwadamilare,Nwosu,oluwadamilare.nwosu@yahoo.com,+234391971885
7576714a,Ikechukwu,Okorie,ikechukwu.okorie@yahoo.com,+234295550272
bcb8a084,Chinyere,Okonkwo,chinyere.okonkwo@hotmail.com,+234616918297
ae711399,Emeka,Okorie,emeka.okorie@yahoo.com,+234086111974
bcf74d7a,Ikechukwu,Okafor,ikechukwu.okafor@yahoo.com,+234987770252
82bde024,Ngozi,Okafor,ngozi.okafor@gmail.com,+234303133298
026530cd,Oluwadamilola,Ogbu,oluwadamilola.ogbu@yahoo.com,+234774609283
a9f559fc,Oluwadamilola,Eze,oluwadamilola.eze@hotmail.com,+234234415105
6a5ccc2c,Ikechukwu,Okeke,ikechukwu.okeke@yahoo.com,+234495207583
ab721ab0,Oluwadamilare,Afolabi,oluwadamilare.afolabi@hotmail.com,+234018453049
5473da68,Adebayo,Okeke,adebayo.okeke@hotmail.com,+234461935369
d1f6f86c,Chinwe,Okonkwo,chinwe.okonkwo@gmail.com,+234071140007
026530cd,Chinyere,Adeyemi,chinyere.adeyemi@gmail.com,+234727784554
d64a3ce0,Oluwadamilare,Afolabi,oluwadamilare.afolabi@gmail.com,+234999763787
1eab5cd8,Emeka,Ogbu,emeka.ogbu@yahoo.com,+234187802570
42d6cb5c,Ngozi,Nwosu,ngozi.nwosu@hotmail.com,+234829136420
5473da68,Oluwadamilare,Nwosu,oluwadamilare.nwosu@yahoo.com,+234267388383
600027e8,Oluwadamilola,Okeke,oluwadamilola.okeke@yahoo.com,+234131005878
4d23bed5,Emeka,Eze,emeka.eze@hotmail.com,+234208124418
34a9af41,Oluwadamilare,Nnamani,oluwadamilare.nnamani@yahoo.com,+234109503286
9893588c,Oluwadamilola,Okeke,oluwadamilola.okeke@hotmail.com,+234679974173
0f967bcc,Oluwadamilare,Afolabi,oluwadamilare.afolabi@yahoo.com,+234070376490
bcf74d7a,Chinyere,Eze,chinyere.eze@hotmail.com,+234430795177
4d23bed5,Adebayo,Okorie,adebayo.okorie@yahoo.com,+234687518960
213f191f,Ikechukwu,Nwosu,ikechukwu.nwosu@gmail.com,+234417944940
bcf74d7a,Adebayo,Adeyemi,adebayo.adeyemi@hotmail.com,+234499094050
a9f559fc,Ikechukwu,Nnamani,ikechukwu.nnamani@yahoo.com,+234859912394
4d23bed5,Adebayo,Eze,adebayo.eze@gmail.com,+234820445152
95c5fb98,Chinyere,Okafor,chinyere.okafor@hotmail.com,+234105587343
d64a3ce0,Adaobi,Okonkwo,adaobi.okonkwo@yahoo.com,+234831571712
87f26aee,Chinyere,Okorie,chinyere.okorie@yahoo.com,+234044661040
ab721ab0,Chinyere,Ogbu,chinyere.ogbu@yahoo.com,+234142081445
34a9af41,Chinwe,Okafor,chinwe.okafor@hotmail.com,+234182762497
87f26aee,Ikechukwu,Nnamani,ikechukwu.nnamani@yahoo.com,+234523881417
94820a06,Oluwadamilola,Okeke,oluwadamilola.okeke@yahoo.com,+234188760914
6a5ccc2c,Chinyere,Eze,chinyere.eze@hotmail.com,+234086952053
d1f6f86c,Chinyere,Nwosu,chinyere.nwosu@gmail.com,+234141001890
9893588c,Adebayo,Afolabi,adebayo.afolabi@yahoo.com,+234258856978
a70ce1b5,Oluwaseun,Eze,oluwaseun.eze@gmail.com,+234461961544
213f191f,Adaobi,Okafor,adaobi.okafor@hotmail.com,+234313456913
d64a3ce0,Chinwe,Nnamani,chinwe.nnamani@hotmail.com,+234197375623
bcb8a084,Adebayo,Afolabi,adebayo.afolabi@gmail.com,+234609549484
a9f559fc,Adaobi,Okafor,adaobi.okafor@gmail.com,+234154899834
7576714a,Ngozi,Adeyemi,ngozi.adeyemi@hotmail.com,+234931721293
635a8ce2,Adaobi,Adeyemi,adaobi.adeyemi@yahoo.com,+234803968796
87f26aee,Adaobi,Okonkwo,adaobi.okonkwo@hotmail.com,+234312762645
34a9af41,Ikechukwu,Eze,ikechukwu.eze@yahoo.com,+234424789605
ae711399,Chinyere,Nnamani,chinyere.nnamani@yahoo.com,+234920355418
ab721ab0,Emeka,Okeke,emeka.okeke@yahoo.com,+234323250559
d1f6f86c,Oluwadamilare,Eze,oluwadamilare.eze@hotmail.com,+234954629940
ae711399,Chinyere,Okorie,chinyere.okorie@yahoo.com,+234979128561
34a9af41,Ngozi,Okonkwo,ngozi.okonkwo@gmail.com,+234549089277
82bde024,Oluwaseun,Ogbu,oluwaseun.ogbu@gmail.com,+234460452682
ae711399,Oluwaseun,Okorie,oluwaseun.okorie@hotmail.com,+234615130159
ab721ab0,Ikechukwu,Afolabi,ikechukwu.afolabi@gmail.com,+234384188561
1eab5cd8,Adaobi,Okafor,adaobi.okafor@yahoo.com,+234925648407
6a5ccc2c,Oluwaseun,Eze,oluwaseun.eze@gmail.com,+234026282229
600027e8,Emeka,Adeyemi,emeka.adeyemi@gmail.com,+234529370406
5987baf1,Emeka,Eze,emeka.eze@gmail.com,+234913821330
94820a06,Chinwe,Okafor,chinwe.okafor@yahoo.com,+234363772675
4d23bed5,Oluwaseun,Nwosu,oluwaseun.nwosu@hotmail.com,+234475048139
452ec40a,Chinyere,Okorie,chinyere.okorie@hotmail.com,+234862155307
42d6cb5c,Emeka,Ogbu,emeka.ogbu@gmail.com,+234824418235
7576714a,Adaobi,Afolabi,adaobi.afolabi@hotmail.com,+234683539643
635a8ce2,Chinwe,Okonkwo,chinwe.okonkwo@hotmail.com,+234666348698
bcb8a084,Chinyere,Nnamani,chinyere.nnamani@yahoo.com,+234823725404
ae711399,Adebayo,Okeke,adebayo.okeke@hotmail.com,+234103066521
d1f6f86c,Chinwe,Eze,chinwe.eze@hotmail.com,+234745257199
7576714a,Adaobi,Adeyemi,adaobi.adeyemi@gmail.com,+234068172503
bcb8a084,Oluwadamilola,Okeke,oluwadamilola.okeke@hotmail.com,+234895573270
5f811cb9,Adaobi,Okonkwo,adaobi.okonkwo@hotmail.com,+234667267882
87f26aee,Oluwadamilola,Afolabi,oluwadamilola.afolabi@hotmail.com,+234027435375
7576714a,Oluwaseun,Eze,oluwaseun.eze@gmail.com,+234388409294
82bde024,Chinyere,Okafor,chinyere.okafor@gmail.com,+234462847293
6f055718,Ngozi,Okonkwo,ngozi.okonkwo@yahoo.com,+234880576587
62d1c049,Oluwadamilare,Okonkwo,oluwadamilare.okonkwo@hotmail.com,+234470093417
bcb8a084,Adebayo,Nnamani,adebayo.nnamani@yahoo.com,+234673102781
7576714a,Oluwaseun,Afolabi,oluwaseun.afolabi@gmail.com,+234188779775
d1f6f86c,Emeka,Nwosu,emeka.nwosu@gmail.com,+234827535922
a9f559fc,Oluwaseun,Eze,oluwaseun.eze@yahoo.com,+234881555293
4d23bed5,Adebayo,Okorie,adebayo.okorie@hotmail.com,+234751701311
62d1c049,Oluwadamilola,Ogbu,oluwadamilola.ogbu@gmail.com,+234010264867
5473da68,Chinwe,Okorie,chinwe.okorie@yahoo.com,+234833604962
4d23bed5,Chinwe,Okafor,chinwe.okafor@gmail.com,+234950858023
a70ce1b5,Oluwadamilola,Okorie,oluwadamilola.okorie@hotmail.com,+234335136443
9893588c,Oluwadamilare,Okonkwo,oluwadamilare.okonkwo@yahoo.com,+234561848825
635a8ce2,Adaobi,Afolabi,adaobi.afolabi@gmail.com,+234894691405
bcb8a084,Adaobi,Nwosu,adaobi.nwosu@hotmail.com,+234811617666
82bde024,Ikechukwu,Okorie,ikechukwu.okorie@gmail.com,+234025357208
a9f559fc,Ikechukwu,Nnamani,ikechukwu.nnamani@gmail.com,+234740692376
635a8ce2,Oluwaseun,Okeke,oluwaseun.okeke@yahoo.com,+234150028523
d64a3ce0,Emeka,Nnamani,emeka.nnamani@gmail.com,+234945486620
87f26aee,Chinwe,Okeke,chinwe.okeke@hotmail.com,+234014426850
600027e8,Emeka,Nnamani,emeka.nnamani@yahoo.com,+234860281267
42d6cb5c,Adaobi,Adeyemi,adaobi.adeyemi@yahoo.com,+234079098967
6a5ccc2c,Adaobi,Adeyemi,adaobi.adeyemi@hotmail.com,+234636023544
daea58ba,Oluwadamilola,Okafor,oluwadamilola.okafor@yahoo.com,+234791119471
a70ce1b5,Oluwaseun,Okeke,oluwaseun.okeke@gmail.com,+234571349043
452ec40a,Oluwadamilare,Adeyemi,oluwadamilare.adeyemi@yahoo.com,+234506680557
9893588c,Oluwadamilola,Ogbu,oluwadamilola.ogbu@hotmail.com,+234442098935
bcf74d7a,Oluwadamilola,Okorie,oluwadamilola.okorie@gmail.com,+234656587749
1eab5cd8,Adaobi,Ogbu,adaobi.ogbu@yahoo.com,+234998970254
9893588c,Adaobi,Okonkwo,adaobi.okonkwo@yahoo.com,+234404876619
ab721ab0,Oluwadamilare,Ogbu,oluwadamilare.ogbu@gmail.com,+234363485883
daea58ba,Adebayo,Okonkwo,adebayo.okonkwo@yahoo.com,+234955223198
1eab5cd8,Adaobi,Adeyemi,adaobi.adeyemi@hotmail.com,+234524669594
bcb8a084,Oluwadamilare,Eze,oluwadamilare.eze@yahoo.com,+234091063607
600027e8,Oluwadamilola,Okeke,oluwadamilola.okeke@hotmail.com,+234736626415
bcf74d7a,Adaobi,Eze,adaobi.eze@yahoo.com,+234754537145
ae711399,Ikechukwu,Afolabi,ikechukwu.afolabi@gmail.com,+234773789851
5987baf1,Chinwe,Okorie,chinwe.okorie@hotmail.com,+234990402608
5987baf1,Adaobi,Afolabi,adaobi.afolabi@gmail.com,+234890552643
d1f6f86c,Oluwadamilare,Okonkwo,oluwadamilare.okonkwo@yahoo.com,+234957578375
5f811cb9,Adaobi,Adeyemi,adaobi.adeyemi@gmail.com,+234210504619
213f191f,Emeka,Afolabi,emeka.afolabi@gmail.com,+234702474999
6a5ccc2c,Chinwe,Adeyemi,chinwe.adeyemi@yahoo.com,+234443069991
9c9cea0c,Adaobi,Adeyemi,adaobi.adeyemi@gmail.com,+234079680788
a9f559fc,Chinwe,Ogbu,chinwe.ogbu@yahoo.com,+234426742207
6f055718,Ikechukwu,Okorie,ikechukwu.okorie@yahoo.com,+234459420698
0f967bcc,Oluwadamilare,Okorie,oluwadamilare.okorie@hotmail.com,+234410434066
94820a06,Oluwadamilare,Okeke,oluwadamilare.okeke@hotmail.com,+234049143423
5473da68,Oluwaseun,Okonkwo,oluwaseun.okonkwo@hotmail.com,+234074693942
9c9cea0c,Adaobi,Nnamani,adaobi.nnamani@hotmail.com,+234720406229
6a5ccc2c,Chinyere,Okafor,chinyere.okafor@yahoo.com,+234615942299
1eab5cd8,Adaobi,Afolabi,adaobi.afolabi@hotmail.com,+234637647896
600027e8,Oluwadamilare,Okafor,oluwadamilare.okafor@hotmail.com,+234952379985
1eab5cd8,Ikechukwu,Ogbu,ikechukwu.ogbu@yahoo.com,+234622818039
9c9cea0c,Oluwadamilola,Nwosu,oluwadamilola.nwosu@gmail.com,+234483896446
9893588c,Chinwe,Adeyemi,chinwe.adeyemi@yahoo.com,+234503811410
bcf74d7a,Ikechukwu,Ogbu,ikechukwu.ogbu@hotmail.com,+234933635166
452ec40a,Oluwaseun,Afolabi,oluwaseun.afolabi@hotmail.com,+234175082692
d1f6f86c,Ngozi,Okonkwo,ngozi.okonkwo@gmail.com,+234233124415
5f811cb9,Adebayo,Adeyemi,adebayo.adeyemi@yahoo.com,+234847182190
600027e8,Chinyere,Eze,chinyere.eze@yahoo.com,+234496603537
95c5fb98,Adebayo,Okonkwo,adebayo.okonkwo@yahoo.com,+234730659295
a9f559fc,Ngozi,Nnamani,ngozi.nnamani@yahoo.com,+234819083022
a70ce1b5,Oluwadamilola,Okeke,oluwadamilola.okeke@gmail.com,+234857822494
9c9cea0c,Oluwaseun,Eze,oluwaseun.eze@gmail.com,+234431553710
6a5ccc2c,Adebayo,Eze,adebayo.eze@hotmail.com,+234452603671
635a8ce2,Chinyere,Okorie,chinyere.okorie@gmail.com,+234164785101
d1f6f86c,Adaobi,Adeyemi,adaobi.adeyemi@hotmail.com,+234964180874
bcf74d7a,Adebayo,Ogbu,adebayo.ogbu@gmail.com,+234033953763
0f967bcc,Adaobi,Okafor,adaobi.okafor@gmail.com,+234621540702
5987baf1,Ngozi,Ogbu,ngozi.ogbu@yahoo.com,+234327076984
9c9cea0c,Emeka,Eze,emeka.eze@gmail.com,+234520565376
62d1c049,Oluwadamilola,Okorie,oluwadamilola.okorie@yahoo.com,+234427996553
6f055718,Oluwadamilola,Ogbu,oluwadamilola.ogbu@yahoo.com,+234564884894
bcf74d7a,Ngozi,Ogbu,ngozi.ogbu@gmail.com,+234365861339
0f967bcc,Adebayo,Okonkwo,adebayo.okonkwo@hotmail.com,+234861650541
87f26aee,Oluwadamilare,Okeke,oluwadamilare.okeke@hotmail.com,+234849943419
6a5ccc2c,Adaobi,Eze,adaobi.eze@yahoo.com,+234014960850
a70ce1b5,Oluwadamilare,Ogbu,oluwadamilare.ogbu@gmail.com,+234297352497
9893588c,Chinwe,Okeke,chinwe.okeke@gmail.com,+234065055784
600027e8,Adaobi,Okeke,adaobi.okeke@yahoo.com,+234464206382
9c9cea0c,Adaobi,Afolabi,adaobi.afolabi@yahoo.com,+234335362050
a9f559fc,Oluwaseun,Okafor,oluwaseun.okafor@hotmail.com,+234561087212
6f055718,Emeka,Afolabi,emeka.afolabi@yahoo.com,+234405275804
600027e8,Oluwaseun,Nwosu,oluwaseun.nwosu@yahoo.com,+234912949005
9c9cea0c,Adaobi,Ogbu,adaobi.ogbu@yahoo.com,+234060826581
42d6cb5c,Chinwe,Nnamani,chinwe.nnamani@hotmail.com,+234718039357
daea58ba,Oluwadamilare,Nwosu,oluwadamilare.nwosu@yahoo.com,+234947831180
5987baf1,Oluwadamilola,Okonkwo,oluwadamilola.okonkwo@yahoo.com,+234772483869
95c5fb98,Ikechukwu,Nnamani,ikechukwu.nnamani@hotmail.com,+234850691323
4d23bed5,Ngozi,Nnamani,ngozi.nnamani@gmail.com,+234561062281
5f811cb9,Adebayo,Afolabi,adebayo.afolabi@hotmail.com,+234889973041
34a9af41,Chinwe,Nwosu,chinwe.nwosu@hotmail.com,+234531589690
bcf74d7a,Adaobi,Adeyemi,adaobi.adeyemi@gmail.com,+234696243925
9c9cea0c,Oluwadamilare,Okonkwo,oluwadamilare.okonkwo@gmail.com,+234145239125
d64a3ce0,Oluwaseun,Afolabi,oluwaseun.afolabi@yahoo.com,+234328952166
026530cd,Oluwaseun,Ogbu,oluwaseun.ogbu@gmail.com,+234722872877
5987baf1,Emeka,Okorie,emeka.okorie@hotmail.com,+234560380820
6f055718,Emeka,Okeke,emeka.okeke@yahoo.com,+234922005898
a70ce1b5,Ikechukwu,Okafor,ikechukwu.okafor@gmail.com,+234148626372
94820a06,Oluwadamilare,Eze,oluwadamilare.eze@yahoo.com,+234379563979
5473da68,Oluwadamilola,Ogbu,oluwadamilola.ogbu@yahoo.com,+234077712607
94820a06,Chinyere,Nwosu,chinyere.nwosu@yahoo.com,+234864576532
9c9cea0c,Oluwadamilola,Adeyemi,oluwadamilola.adeyemi@gmail.com,+234447074971
34a9af41,Adebayo,Okorie,adebayo.okorie@yahoo.com,+234210171749
6f055718,Oluwaseun,Okafor,oluwaseun.okafor@hotmail.com,+234916753032
0f967bcc,Emeka,Nnamani,emeka.nnamani@hotmail.com,+234901920813
bcf74d7a,Chinyere,Nwosu,chinyere.nwosu@hotmail.com,+234153591317
daea58ba,Emeka,Nnamani,emeka.nnamani@hotmail.com,+234584703528
6f055718,Oluwadamilare,Eze,oluwadamilare.eze@gmail.com,+234218254936
9c9cea0c,Emeka,Afolabi,emeka.afolabi@hotmail.com,+234065346708
9c9cea0c,Chinyere,Okonkwo,chinyere.okonkwo@gmail.com,+234666946460
9893588c,Ikechukwu,Nnamani,ikechukwu.nnamani@gmail.com,+234373584156
9c9cea0c,Adaobi,Okeke,adaobi.okeke@yahoo.com,+234109374946
6a5ccc2c,Oluwaseun,Afolabi,oluwaseun.afolabi@hotmail.com,+234251278283
6a5ccc2c,Emeka,Okeke,emeka.okeke@yahoo.com,+234330616453
ab721ab0,Chinwe,Okeke,chinwe.okeke@yahoo.com,+234021409605
82bde024,Chinyere,Okafor,chinyere.okafor@gmail.com,+234179531279
34a9af41,Adaobi,Okeke,adaobi.okeke@gmail.com,+234424855763
daea58ba,Oluwadamilola,Nwosu,oluwadamilola.nwosu@gmail.com,+234828905054
87f26aee,Chinyere,Nnamani,chinyere.nnamani@gmail.com,+234042806717
a9f559fc,Oluwadamilola,Okeke,oluwadamilola.okeke@yahoo.com,+234851916308
ab721ab0,Ikechukwu,Okonkwo,ikechukwu.okonkwo@yahoo.com,+234268877903
5987baf1,Adebayo,Nnamani,adebayo.nnamani@gmail.com,+234427145363
d1f6f86c,Oluwaseun,Okonkwo,oluwaseun.okonkwo@gmail.com,+234376524340
a70ce1b5,Chinyere,Okafor,chinyere.okafor@yahoo.com,+234132830292
d1f6f86c,Chinwe,Okeke,chinwe.okeke@hotmail.com,+234357131848
bcb8a084,Adebayo,Okonkwo,adebayo.okonkwo@hotmail.com,+234589342992
daea58ba,Chinwe,Adeyemi,chinwe.adeyemi@hotmail.com,+234721937358
9893588c,Ngozi,Okonkwo,ngozi.okonkwo@gmail.com,+234671136564
bcf74d7a,Chinyere,Ogbu,chinyere.ogbu@gmail.com,+234961588791
4d23bed5,Oluwaseun,Nnamani,oluwaseun.nnamani@hotmail.com,+234202456354
5f811cb9,Emeka,Okorie,emeka.okorie@hotmail.com,+234462896254
